Company,ActiveBrand,Headquarters,Continent,Employees,Founded,LeadExecutive,ParentStockTicker,ParentPublicExposure,PrimarySector,PrimarySubSector,ImmigrationDetentionInvolvement,SupportsPrisonLabor,HarmScore,AnnualRevenuesMn,RevenueFiscalYear,Website,Corrections,ImmigrationDetention,PrisonLabor,Financials,Other,Rank
Hochtief,Y,Germany,Europe,64313,1875,MarcelinoFernandezVerdes,HOT-DE,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Construction&Maintenance,Construction,n/a,n/a,13,28048.00,2019,https://www.hochtief.com,SeeTurnerConstruction,n/a,n/a,FactSet,http://www.hochtief.com/hochtief_en/956.jhtml,95
Centene,Y,MO,NorthAmerica,64000,1984,MichaelF.Neidorff,CNC,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Healthcare,MedicalHealthcare,n/a,n/a,13,74639.00,2019,https://www.centene.com/,https://www.centene.com/who-we-help/correctional-health.html,n/a,n/a,FactSet,https://www.buzzfeed.com/chrismcdaniel/missouri-executed-17-men-with-drugs-from-a-high-risk?utm_term=.gw2a6GwN8#.sdJQempj7,28
GoodyearTire&Rubber,Y,OH,NorthAmerica,64000,1839,RichardJ.Kramer,GT,Tier1b-PubliclyTraded-Other,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,9,14745.00,2019,https://corporatehttps://www.goodyear.com/.goodyear.com/en-US/,TDCJSpending,n/a,n/a,FactSet,n/a,154
Homag,Y,Germany,Europe,6371,1960,PekkaPaasivaara,HG1-DE,Tier1b-PubliclyTraded-Other,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,7,26.20,2018,https://www.homag.com/en/,SeeStilesMachinery,n/a,n/a,FactSet,n/a,1200
BradyCorporation,Y,WI,NorthAmerica,6300,1914,MichaelNauman,BRC,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,SecurityTechnology,n/a,n/a,9,1160.60,2019,https://www.bradyid.com/,SeePrecisionDynamicsClementCommunications,n/a,n/a,FactSet,https://seekingalpha.com/article/1096171-brady-corporation-starts-the-year-well-by-acquiring-precision-dynamics-corporation,461
CRCHealthCorporation,Y,CA,NorthAmerica,6270,1996,n/a,ACHC,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,CommunityCorrections,ResidentialPrograms,n/a,n/a,12,450.00,2014,https://www.crchealth.com/,SeeAspenEducationGroup,n/a,n/a,https://www.behavioral.net/news-item/acadia-completes-acquisition-crc-health-group,n/a,590
ConsolidatedElectricalDistributors,Y,TX,NorthAmerica,6200,1957,JeffWofford,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,Y,9,4600.00,2019,https://cedcareers.com/,SeeLairdPlastics,n/a,n/a,PrivCo(www.privco.com),http://apps.sos.wv.gov/business/corporations/organization.aspx?org=197751,284
DirectEnergy,Y,TX,NorthAmerica,6200,1986,n/a,CNA.L-GB,Tier1b-PubliclyTraded-Other,Construction&Maintenance,Utility/Energy,n/a,n/a,6,14000.00,2017,https://www.directenergy.com/,NYSDOCCSSpending,n/a,n/a,https://www.directenergy.com//images/pdf/DE_Fact%20Sheet%20October%202017.pdf,https://www.wsj.com/articles/SB962870242479021200,160
CocaCola,Y,GA,NorthAmerica,61800,1892,JamesQuincey,KO,Tier1b-PubliclyTraded-Other,Food&Commissary,Commissary,n/a,n/a,8,37280.00,2019,http://www.coca-cola.com/global/,TDCJSpending,n/a,n/a,FactSet,n/a,66
UBS,Y,Switzerland,Europe,61253,1998,SergioErmotti,UBS,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Investor,Equity/DebtInvestor,n/a,n/a,8,28889.00,2019,https://www.ubs.com/us/en.html,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf,n/a,n/a,FactSet,n/a,90
Deere&Company,Y,IL,NorthAmerica,60500,1837,JohnMay,DE,Tier1b-PubliclyTraded-Other,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,9,34886.00,2019,https://www.deere.com/,OHDRCSpending,n/a,n/a,FactSet,n/a,73
OPKOHealth,Y,FL,NorthAmerica,6030,1991,PhillipFrost,OPK,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Healthcare,Other,n/a,n/a,9,901.90,2019,http://www.opko.com/,SeeBio-ReferenceLaboratories,n/a,n/a,FactSet,http://www.opko.com/diagnostics/overview/,497
CompassGroupThe,Y,UnitedKingdom,Europe,600000,1929,DominicBlakemore,CPG-GB,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Food&Commissary,PrisonFood,Y,n/a,14,31304.20,2019,https://www.compass-group.com/en/index.html,SeeCanteenVendingServicesCrothallHealthcare,https://worthrises.org/immigration,n/a,FactSet,n/a,81
DXCTechnology,Y,VA,NorthAmerica,60000,1959,MikeSalvino,DXC,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Data&InformationSystems,CorrectionsDataSystems,Y,n/a,9,20753.00,2019,http://www.dxc.technology/,http://www.dxc.technology/gov/success_stories/140213-california_dept_of_corrections,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,FactSet,n/a,118
Schindler,Y,Switzerland,Europe,60000,1874,ThomasOetterli,SCHP-CH,Tier1b-PubliclyTraded-Other,Construction&Maintenance,Construction,n/a,n/a,9,11632.20,2019,https://www.schindler.com/,NYSDOCCSSpending,n/a,n/a,FactSet,n/a,178
Avangrid,Y,NY,NorthAmerica,6000,1997,n/a,IBE-ES,Tier1b-PubliclyTraded-Other,Construction&Maintenance,Utility/Energy,n/a,n/a,6,5963.00,2017,https://www.avangridnetworks.com/,SeeNewYorkStateElectricandGas(NYSEG),n/a,n/a,https://www.sec.gov/Archives/edgar/data/1634997/000156459018006767/agr-10k_20171231.htm,n/a,250
BMC,Y,TX,NorthAmerica,6000,1980,AymanSayed,KKR,Tier1b-PubliclyTraded-Other,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,Y,n/a,9,2000.00,2017,https://www.bmc.com/,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,PrivCo(www.privco.com),https://media.kkr.com/news-releases/news-release-details/kkr-completes-acquisition-bmc-software,381
DuchossoisGroup,Y,IL,NorthAmerica,6000,1916,CraigJ.Duchossois,n/a,Tier2-InvestmentFirm-Owned,Investor,Equity/DebtInvestor,n/a,n/a,13,1300.00,2018,https://www.duch.com/,SeeControlledProductsSystemsGroup,n/a,n/a,PrivCo(www.privco.com),n/a,442
LionbridgeTechnologies,Y,MA,NorthAmerica,6000,1996,JohnFennelly,n/a,Tier2-InvestmentFirm-Owned,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,Y,n/a,9,640.00,2018,https://www.lionbridge.com/,n/a,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo(www.privco.com),https://higcapital.com/news/release/993,541
LouisBerger,Y,NJ,NorthAmerica,6000,1953,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Construction&Maintenance,Architecture&Engineerging,n/a,n/a,n/a,950.00,2018,http://www.louisberger.com/,http://www.louisberger.com/our-work/markets/buildings-facilities,n/a,n/a,PrivCo(www.privco.com),n/a,487
Uline,Y,WI,NorthAmerica,6000,1980,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,n/a,4400.00,2018,https://www.uline.com/,TDCJSpending,n/a,n/a,PrivCo(www.privco.com),n/a,291
VistaOutdoor,Y,UT,NorthAmerica,6000,2015,ChristopherT.Metz,VSTO,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,SecurityEquipment,Y,n/a,15,2058.50,2019,https://vistaoutdoor.com/,Seewebsite,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,FactSet,n/a,374
NiceSystems,Y,Israel,Africa,5900,1986,BarakEilam,NICE,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,SecurityTechnology,Y,n/a,12,1577.50,2019,http://www.nice.com/,https://www.nice.com/protecting/what-we-do,https://electronicintifada.net/content/how-israels-war-industry-profits-violent-us-immigration-reform/13283,n/a,FactSet,https://www.majorcitieschiefs.com/sponsors.php,413
Cummins,Y,IN,NorthAmerica,58600,1919,TomLinebarger,CMI,Tier1b-PubliclyTraded-Other,Construction&Maintenance,MaintenanceServices,n/a,n/a,9,23571.00,2019,https://www.cummins.com/,TDCJSpending,n/a,n/a,FactSet,n/a,108
ChenegaCorporation,Y,AK,NorthAmerica,5850,1974,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Operations&Management,ProcurementContracting&OtherAdminServices,Y,n/a,n/a,830.00,2018,https://www.chenega.com/,n/a,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo(www.privco.com),n/a,505
LindeGroupThe,Y,Germany,Europe,58000,1879,SteveAngel,LIN-DE,Tier1b-PubliclyTraded-Other,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,Y,7,28165.60,2019,https://www.the-linde-group.com/,SeeLindeGasNorthAmerica,n/a,Seecorrectionssource,FactSet,n/a,94
NewFlyerIndustries(NFIGroup),Y,Canada,NorthAmerica,5800,1930,PaulSoubry,NFI-CA,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Transportation,PrisonTransportation,n/a,n/a,12,2048.40,2019,https://www.newflyer.com/,SeeMotorCoachIndustries,n/a,n/a,FactSet,https://www.newflyer.com/company/about/,375
StanleyBlack&Decker,Y,CT,NorthAmerica,57765,1843,JamesM.Loree,SWK,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,11,14442.20,2019,http://www.stanleyblackanddecker.com/,SeeStanelyHardwareforDoorsStanelySecurity,n/a,n/a,FactSet,n/a,158
Electrocomponents,Y,UnitedKingdom,Europe,5769,1937,LindsleyRuth,ECM-GB,Tier1b-PubliclyTraded-Other,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,7,2345.30,2019,http://www.electrocomponents.com/,SeeAlliedElectronics,n/a,n/a,FactSet,https://www.electrocomponents.com/sites/electro-comp/files/2019-09/ar/ar-2019.pdf,360
MorganStanley,Y,NY,NorthAmerica,57633,1935,JamesP.Gorman,MS,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Investor,ConstructionEquipment&AcquisitionFinancing,n/a,n/a,9,41419.00,2019,http://www.morganstanley.com/,http://www.truth-out.org/news/item/33286-private-prisons-just-bit-players-in-mass-incarceration,n/a,n/a,FactSet,n/a,58
OSISystems,Y,CA,NorthAmerica,5763,1987,DeepakChopra,OSIS,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,SecurityTechnology,n/a,n/a,10,1182.10,2019,https://www.osi-systems.com/,SeeAmericanScience&EngineeringRapiscanSystems,n/a,n/a,FactSet,https://investors.osi-systems.com/node/11641/html,457
Kone,Y,Finland,Europe,57000,1910,HenrikEhrnrooth,KNYJY,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Construction&Maintenance,MaintenanceServices,n/a,n/a,8,11172.00,2019,https://www.kone.us/,CaliforniaSpendingData-2018,n/a,n/a,FactSet,n/a,186
Amazon,Y,WA,NorthAmerica,566000,1994,JeffBezoz,AMZN,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,Y,n/a,13,280522.00,2019,https://www.amazon.com,https://aws.amazon.com/stateandlocal/justice-and-public-safety/,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,FactSet,https://www.amazon.com/gp/help/customer/display.html/ref=hp_left_sib?ie=UTF8&nodeId=201117650,2
PRIDEIndustries,Y,CA,NorthAmerica,5650,1966,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Construction&Maintenance,MaintenanceServices,n/a,n/a,n/a,326.60,2018,https://prideindustries.com/,CaliforniaSpendingData-2018,n/a,n/a,PrivCo(www.privco.com),n/a,636
Anthem,Y,IN,NorthAmerica,56000,2001,GailK.Boudreaux,ANTM,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Healthcare,MedicalHealthcare,n/a,n/a,9,103141.00,2019,https://www.antheminc.com/,SeeHealthCore,n/a,n/a,FactSet,https://www.antheminc.com/Companies/AffiliatedSpecialtyCompanies/index.htm,17
GrantThornton,Y,IL,NorthAmerica,56000,1924,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Operations&Management,ProcurementContracting&OtherAdminServices,Y,n/a,n/a,1900.00,2019,https://www.grantthornton.com/,FLDOCSpending,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo(www.privco.com),n/a,390
InternationalPaperCo,Y,TN,NorthAmerica,56000,1898,MarkSutton,IP,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,Y,9,22376.00,2019,http://www.internationalpaper.com/,SeeCastell,n/a,Seecorrectionssource,FactSet,http://www.otcmarkets.com/edgar/GetFilingPdf?FilingID=10518002,115
AkimaManagementServices,Y,VA,NorthAmerica,5600,1995,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Operations&Management,PrivatePrisonOperator,n/a,Y,n/a,1200.00,2018,http://www.akima.com/,SeeAkimaGlobalServices,n/a,Adultprivatefacilityoperator,PrivCo(www.privco.com),http://www.akima.com/services/,452
CDICorporation(dbaCDIInfrastructure),Y,PA,NorthAmerica,5600,1950,MichaelS.Castleman,n/a,Tier2-InvestmentFirm-Owned,Construction&Maintenance,Architecture&Engineerging,n/a,n/a,11,840.00,2017,http://www.cdicorp.com/,SeeLRKimball,n/a,n/a,PrivCo(www.privco.com),https://www.prnewswire.com/news-releases/affiliates-of-ae-industrial-partners-successfully-complete-acquisition-of-cdi-corp-300519065.html,503
NorthwesternMutualLifeInsurance,Y,WI,NorthAmerica,5600,1857,n/a,n/a,Tier2-InvestmentFirm-Owned,Investor,Equity/DebtInvestor,n/a,n/a,12,28500.00,2018,http://www.northwesternmutual.com,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf,n/a,n/a,PrivCo(www.privco.com),n/a,92
Standex,Y,NH,NorthAmerica,5500,1975,DavidDunbar,SXI,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Food&Commissary,KitchenEquipment,n/a,n/a,7,791.60,2019,http://www.standex.com/,SeeAPWWyott,n/a,n/a,FactSet,http://ir.standex.com/press-release/general/standex-acquires-associated-american-industries,513
Vectren,Y,IN,NorthAmerica,5500,2000,n/a,CNP,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Construction&Maintenance,Utility/Energy,n/a,n/a,6,2657.30,2017,https://www.vectren.com/,SeeEnergySystemsGroup,n/a,n/a,Intrinio(www.intrinio.com),https://www.reuters.com/article/us-vectren-m-a-centerpnt-energy/utility-centerpoint-energy-to-buy-vectren-in-6-billion-deal-idUSKBN1HU1AW,349
JacobsEngineering,Y,TX,NorthAmerica,54700,1947,SteveDemetriou,J,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Construction&Maintenance,Architecture&Engineerging,n/a,n/a,12,12737.90,2019,http://www.jacobs.com/,TDCJSpending,n/a,n/a,FactSet,https://www.jacobs.com/newsroom/news/jacobs-receives-contract-federal-bureau-prisons-federal-correctional-institution-0,169
ACEHardware,Y,IL,NorthAmerica,5456,1924,JohnVenhuizen,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,n/a,5717.00,2018,www.acehardware.com,http://www.dc.state.fl.us/business/contracts/,n/a,n/a,PrivCo(www.privco.com),n/a,256
Electrolux,Y,Sweden,Europe,54419,1919,JonasSamuelson,ELUX.B-SE,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Food&Commissary,KitchenEquipment,n/a,n/a,7,11850.60,2019,https://www.electroluxappliances.com/,SeeGrindmaster-Cecilware,n/a,n/a,FactSet,https://dailycoffeenews.com/2017/03/03/electrolux-acquires-grindmaster-cecilware-for-108-million/,176
G4S,Y,UnitedKingdom,Europe,540000,2004,AshleyAlmanza,GFS-GB,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Operations&Management,PrivatePrisonOperator,Y,Y,15,9548.60,2019,http://www.g4s.us/en,http://www.g4s.com/en/what-we-do/services/care-and-justice,https://www.freedomforimmigrants.org/detention-statistics/,Adultprivatefacilityoperator,FactSet,http://investigate.afsc.org/company/g4s-plc,207
AceParkingManagement,Y,CA,NorthAmerica,5400,1950,JohnBaumgardner,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Operations&Management,ProcurementContracting&OtherAdminServices,Y,n/a,n/a,720.00,2018,https://aceparking.com/,n/a,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo(www.privco.com),n/a,525
Henkel,Y,Germany,Europe,53450,1876,CarstenKnobel,HEN3-DE,Tier1b-PubliclyTraded-Other,Food&Commissary,Commissary,n/a,n/a,8,21822.70,2019,https://www.henkel.com/,SeeSunProductsCorporation,n/a,n/a,FactSet,https://www.henkel-northamerica.com/brands-and-businesses/laundry-and-home-care/the-sun-products-corporation,116
RPSGroup,Y,UnitedKingdom,Europe,5340,1970,JohnDouglas,RPS-GB,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Construction&Maintenance,Architecture&Engineerging,n/a,n/a,10,762.40,2019,http://www.rpsgroup.com/,SeeKlotzAssociates,n/a,n/a,FactSet,http://www.klotz.com/,518
Mortenson,Y,WI,NorthAmerica,5326,1954,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Construction&Maintenance,Construction,n/a,n/a,n/a,4000.00,2019,http://www.mortenson.com/,http://www.mortenson.com/seattle/projects/puyallup-tribe-of-indians-correctional-facility,n/a,n/a,PrivCo(www.privco.com),n/a,304
AVIFoodSystems,Y,OH,NorthAmerica,5300,1960,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Food&Commissary,VendingMachines,n/a,n/a,n/a,765.00,2018,https://www.avifoodsystems.com/,NYSDOCCSSpending,n/a,n/a,PrivCo(www.privco.com),n/a,517
PNCBank,Y,PA,NorthAmerica,52906,1982,WilliamS.Demchak,PNC,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,FinancialServices,AgencyPaymentProcessing,n/a,n/a,9,17827.00,2019,https://www.pnc.com/,NYSDOCCSSpending,n/a,n/a,FactSet,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf,136
SherwinWilliams,Y,OH,NorthAmerica,52695,1866,JohnG.Morikis,SHW,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Construction&Maintenance,MaintenanceServices,n/a,Y,10,17900.80,2019,https://www.sherwin-williams.com/,TDCJSpending,n/a,Seecorrectionssource,FactSet,n/a,135
SNC-LavalinandAtkins,Y,Canada,NorthAmerica,52488,1911,UweKrueger,SNC-CA,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Operations&Management,ProcurementContracting&OtherAdminServices,n/a,n/a,10,6736.70,2019,http://www.snclavalin.com/en/,SeeFaithful+Gould,n/a,n/a,FactSet,https://www.fgould.com/americas/articles/snc-lavalin-completes-acquisition-ws-atkins/,237
Rieter,Y,Switzerland,Europe,5246,1795,NorbertKlapper,RIEN-CH,Tier1b-PubliclyTraded-Other,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,6,784.40,2019,http://www.rieter.com/,TDCJSpending,n/a,n/a,FactSet,n/a,515
Geely,Y,China,Asia,52400,1997,ShengYueGui,GELYF,Tier1b-PubliclyTraded-Other,Transportation,AgencyTransportation,n/a,n/a,7,97401.30,2019,http://global.geely.com/,SeeVolvo,n/a,n/a,FactSet,n/a,19
GEHealthcare,Y,IL,NorthAmerica,52000,1994,n/a,GE,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Healthcare,MedicalRecordsSystems,n/a,n/a,7,19116.00,2017,http://www3.gehealthcare.com/en,http://www.fusion-ge.com/departments-of-correction/,n/a,n/a,https://www.sec.gov/Archives/edgar/data/40545/000004054518000014/ge10-k2017.htm,n/a,129
TurnerConstruction,Y,NY,NorthAmerica,5200,1904,n/a,HOT-DE,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Construction&Maintenance,Construction,n/a,n/a,13,10000.00,2018,http://www.turnerconstruction.com/,http://www.turnerconstruction.com/experience/projects/government/justice,n/a,n/a,http://www.turnerconstruction.com/about-us,https://www.wsj.com/articles/SB934854798803724162,201
TevaPharmaceuticals,Y,Israel,Africa,51800,1944,KåreSchultz,TEVA,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Healthcare,Pharmacy,n/a,n/a,9,16887.00,2019,http://www.tevapharm.com/,SeeAnda,n/a,n/a,FactSet,http://www.tevapharm.com/news/teva_announces_acquisition_of_anda_inc_08_16.aspx,140
eClinicalWorks,Y,MA,NorthAmerica,5126,1999,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Healthcare,MedicalRecordsSystems,n/a,n/a,n/a,550.00,2018,https://www.eclinicalworks.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,n/a,n/a,PrivCo(www.privco.com),n/a,557
CenturyLink,Y,LA,NorthAmerica,51000,1968,JeffreyStorey,CTL,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Telecom,PrisonCommunications,Y,n/a,12,22401.00,2019,http://www.centurylink.com/,http://www.centurylinkcorrections.com/,https://worthrises.org/immigration,n/a,FactSet,n/a,114
T-Mobile,Y,WA,NorthAmerica,51000,1994,n/a,TMUS,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,n/a,n/a,8,40604.00,2017,https://www.t-mobile.com/,https://www.apcointl.org/commercial-community/corporate-partner-program.html,n/a,n/a,https://www.sec.gov/Archives/edgar/data/1283699/000128369918000011/tmus12312017form10-k.htm#sA62567E2CABB51399A1EDD97DF836A81,https://www.wsj.com/articles/SB964424432543482052,60
McCarthyBuildingCompanies,Y,MO,NorthAmerica,5100,1864,RaySedey,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Construction&Maintenance,Construction,n/a,n/a,n/a,3900.00,2018,https://www.mccarthy.com/,https://www.mccarthy.com/projects/justice,n/a,n/a,PrivCo(www.privco.com),n/a,306
TransUnion,Y,IL,NorthAmerica,5100,1992,ChrisCartwright,TRU,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Data&InformationSystems,ArrestCourt&ProbationDataSystems,n/a,n/a,10,2662.00,2019,http://www.tlo.com,http://www.tlo.com/law-enforcement,n/a,n/a,FactSet,https://www.ascia.org/sponsors.php,348
Verint,Y,NY,NorthAmerica,5100,1994,DanBodner,VRNT,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,SecurityTechnology,n/a,n/a,8,1336.00,2020,https://www.verint.com/,https://cis.verint.com/solutions/law-enforcement-agencies/,n/a,n/a,FactSet,n/a,441
Kronos,Y,MA,NorthAmerica,5076,1977,AronJ.Ain,n/a,Tier2-InvestmentFirm-Owned,Personnel,StaffManagementSystems,n/a,n/a,9,1300.00,2017,https://www.kronos.com/,FLDOCSpending,n/a,n/a,PrivCo(www.privco.com),https://www.wsj.com/articles/blackstone-group-gic-take-stake-in-kronos-1392874958,443
CardinalHealth,Y,OH,NorthAmerica,50000,1971,MichaelC.Kaugmann,CAH,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Healthcare,Pharmacy,n/a,n/a,9,145534.00,2019,http://www.cardinalhealth.com/en.html,NYSDOCCSSpending,n/a,n/a,FactSet,n/a,8
